theme,catalyst,investigation_pathway,business_tag,display_order,mapping_status
Inflation,Consumer prices falling,Retail,retail,10,active
Inflation,Consumer prices falling,Consumer Electronics,consumer_electronics,20,active
Inflation,Consumer prices falling,Restaurants,restaurants,30,active
Inflation,Consumer prices falling,Travel Services,travel_services,40,active
Inflation,Consumer prices falling,Homebuilding,homebuilding,50,active
Inflation,Consumer prices falling,Automotive Services,automotive_services,60,active
Inflation,Consumer prices falling,Consumer Goods,consumer_goods,70,active
Inflation,Consumer prices falling,Payment Networks,payment_networks,80,active
Inflation,Consumer prices falling,Logistics,logistics,90,active
Inflation,Consumer prices falling,Hotels,hotels,100,active
Inflation,Input costs increasing,Industrial Chemicals,industrial_chemicals,10,active
Inflation,Input costs increasing,Metals,metals,20,active
Inflation,Input costs increasing,Energy Services,energy_services,30,active
Inflation,Input costs increasing,Packaging,packaging,40,active
Inflation,Input costs increasing,Transportation,transportation,50,active
Inflation,Input costs increasing,Agriculture,agriculture,60,active
Inflation,Input costs increasing,Construction Materials,construction_materials,70,active
Inflation,Input costs increasing,Contract Manufacturing,contract_manufacturing,80,active
Inflation,Input costs increasing,Industrial Equipment,industrial_equipment,90,active
Inflation,Input costs increasing,Food Production,food_manufacturing,100,active
Inflation,Wage inflation accelerating,Restaurants,restaurants,10,active
Inflation,Wage inflation accelerating,Retail,retail,20,active
Inflation,Wage inflation accelerating,Healthcare Services,healthcare_services,30,active
Inflation,Wage inflation accelerating,Hotels,hotels,40,active
Inflation,Wage inflation accelerating,Transportation,transportation,50,active
Inflation,Wage inflation accelerating,Business Services,business_services,60,active
Inflation,Wage inflation accelerating,Construction,infrastructure_engineering,70,active
Inflation,Wage inflation accelerating,Logistics,logistics,80,active
Inflation,Wage inflation accelerating,Industrial Services,industrial_services,90,active
Inflation,Wage inflation accelerating,Consumer Services,hospitality,100,active
Inflation,Inflation expectations rising,Commercial Banking,commercial_banking,10,active
Inflation,Inflation expectations rising,Insurance,insurance,20,active
Inflation,Inflation expectations rising,Investment Management,investment_management,30,active
Inflation,Inflation expectations rising,Retail,retail,40,active
Inflation,Inflation expectations rising,Consumer Finance,consumer_finance,50,active
Inflation,Inflation expectations rising,Homebuilding,homebuilding,60,active
Inflation,Inflation expectations rising,Energy Services,energy_services,70,active
Inflation,Inflation expectations rising,Utilities,utilities,80,active
Inflation,Inflation expectations rising,Real Estate,real_estate_services,90,active
Inflation,Inflation expectations rising,Consumer Goods,consumer_goods,100,active
Inflation,Disinflation emerging,Consumer Goods,consumer_goods,10,active
Inflation,Disinflation emerging,Retail,retail,20,active
Inflation,Disinflation emerging,Airlines,airlines,30,active
Inflation,Disinflation emerging,Homebuilding,homebuilding,40,active
Inflation,Disinflation emerging,Construction,infrastructure_engineering,50,active
Inflation,Disinflation emerging,Commercial Banking,commercial_banking,60,active
Inflation,Disinflation emerging,Consumer Finance,consumer_finance,70,active
Inflation,Disinflation emerging,Restaurants,restaurants,80,active
Inflation,Disinflation emerging,Industrial Equipment,industrial_equipment,90,active
Inflation,Disinflation emerging,Real Estate,real_estate_services,100,active
Interest Rates,Policy rates rising,Commercial Banking,commercial_banking,10,active
Interest Rates,Policy rates rising,Retail Banking,retail_banking,20,active
Interest Rates,Policy rates rising,Mortgage Services,mortgage_services,30,active
Interest Rates,Policy rates rising,Consumer Finance,consumer_finance,40,active
Interest Rates,Policy rates rising,Life Insurance,life_insurance,50,active
Interest Rates,Policy rates rising,Investment Management,investment_management,60,active
Interest Rates,Policy rates rising,Real Estate,real_estate_services,70,active
Interest Rates,Policy rates rising,Homebuilding,homebuilding,80,active
Interest Rates,Policy rates rising,Construction,infrastructure_engineering,90,active
Interest Rates,Policy rates rising,Payment Networks,payment_networks,100,active
Interest Rates,Policy rates falling,Mortgage Services,mortgage_services,10,active
Interest Rates,Policy rates falling,Consumer Finance,consumer_finance,20,active
Interest Rates,Policy rates falling,Homebuilding,homebuilding,30,active
Interest Rates,Policy rates falling,Real Estate,real_estate_services,40,active
Interest Rates,Policy rates falling,Construction,infrastructure_engineering,50,active
Interest Rates,Policy rates falling,Retail,retail,60,active
Interest Rates,Policy rates falling,Investment Management,investment_management,70,active
Interest Rates,Policy rates falling,Commercial Banking,commercial_banking,80,active
Interest Rates,Policy rates falling,Automotive Services,automotive_services,90,active
Interest Rates,Policy rates falling,Payment Networks,payment_networks,100,active
Interest Rates,Bond yields rising,Commercial Banking,commercial_banking,10,active
Interest Rates,Bond yields rising,Life Insurance,life_insurance,20,active
Interest Rates,Bond yields rising,Investment Management,investment_management,30,active
Interest Rates,Bond yields rising,Real Estate,real_estate_services,40,active
Interest Rates,Bond yields rising,Utilities,utilities,50,active
Interest Rates,Bond yields rising,Infrastructure Investment,infrastructure_investment,60,active
Interest Rates,Bond yields rising,Homebuilding,homebuilding,70,active
Interest Rates,Bond yields rising,Consumer Finance,consumer_finance,80,active
Interest Rates,Bond yields rising,Telecommunications,telecommunications,90,active
Interest Rates,Bond yields rising,Construction,infrastructure_engineering,100,active
Interest Rates,Bond yields falling,Real Estate,real_estate_services,10,active
Interest Rates,Bond yields falling,Homebuilding,homebuilding,20,active
Interest Rates,Bond yields falling,Utilities,utilities,30,active
Interest Rates,Bond yields falling,Infrastructure Investment,infrastructure_investment,40,active
Interest Rates,Bond yields falling,Telecommunications,telecommunications,50,active
Interest Rates,Bond yields falling,Consumer Finance,consumer_finance,60,active
Interest Rates,Bond yields falling,Investment Management,investment_management,70,active
Interest Rates,Bond yields falling,Commercial Banking,commercial_banking,80,active
Interest Rates,Bond yields falling,Construction,infrastructure_engineering,90,active
Interest Rates,Bond yields falling,Renewable Energy,renewable_energy,100,active
Interest Rates,Yield curve steepening,Commercial Banking,commercial_banking,10,active
Interest Rates,Yield curve steepening,Life Insurance,life_insurance,20,active
Interest Rates,Yield curve steepening,Investment Management,investment_management,30,active
Interest Rates,Yield curve steepening,Mortgage Services,mortgage_services,40,active
Interest Rates,Yield curve steepening,Real Estate,real_estate_services,50,active
Interest Rates,Yield curve steepening,Consumer Finance,consumer_finance,60,active
Interest Rates,Yield curve steepening,Investment Banking,investment_banking,70,active
Interest Rates,Yield curve steepening,Capital Markets,capital_markets,80,active
Interest Rates,Yield curve steepening,Homebuilding,homebuilding,90,active
Interest Rates,Yield curve steepening,Insurance,insurance,100,active
Interest Rates,Yield curve flattening,Commercial Banking,commercial_banking,10,active
Interest Rates,Yield curve flattening,Life Insurance,life_insurance,20,active
Interest Rates,Yield curve flattening,Investment Management,investment_management,30,active
Interest Rates,Yield curve flattening,Mortgage Services,mortgage_services,40,active
Interest Rates,Yield curve flattening,Real Estate,real_estate_services,50,active
Interest Rates,Yield curve flattening,Consumer Finance,consumer_finance,60,active
Interest Rates,Yield curve flattening,Investment Banking,investment_banking,70,active
Interest Rates,Yield curve flattening,Capital Markets,capital_markets,80,active
Interest Rates,Yield curve flattening,Homebuilding,homebuilding,90,active
