theme,catalyst,investigation_pathway,display_order,status
Inflation,Disinflation emerging,Consumer Goods,10,active
Inflation,Disinflation emerging,Retail,20,active
Inflation,Disinflation emerging,Airlines,30,active
Inflation,Disinflation emerging,Homebuilding,40,active
Inflation,Disinflation emerging,Construction,50,active
Inflation,Disinflation emerging,Commercial Banking,60,active
Inflation,Disinflation emerging,Consumer Finance,70,active
Inflation,Disinflation emerging,Restaurants,80,active
Inflation,Disinflation emerging,Industrial Equipment,90,active
Inflation,Disinflation emerging,Real Estate,100,active
Interest Rates,Policy rates rising,Commercial Banking,10,active
Interest Rates,Policy rates rising,Retail Banking,20,active
Interest Rates,Policy rates rising,Mortgage Services,30,active
Interest Rates,Policy rates rising,Consumer Finance,40,active
Interest Rates,Policy rates rising,Life Insurance,50,active
Interest Rates,Policy rates rising,Investment Management,60,active
Interest Rates,Policy rates rising,Real Estate,70,active
Interest Rates,Policy rates rising,Homebuilding,80,active
Interest Rates,Policy rates rising,Construction,90,active
Interest Rates,Policy rates rising,Payment Networks,100,active
Interest Rates,Policy rates falling,Mortgage Services,10,active
Interest Rates,Policy rates falling,Consumer Finance,20,active
Interest Rates,Policy rates falling,Homebuilding,30,active
Interest Rates,Policy rates falling,Real Estate,40,active
Interest Rates,Policy rates falling,Construction,50,active
Interest Rates,Policy rates falling,Retail,60,active
Interest Rates,Policy rates falling,Investment Management,70,active
Interest Rates,Policy rates falling,Commercial Banking,80,active
Interest Rates,Policy rates falling,Automotive Services,90,active
Interest Rates,Policy rates falling,Payment Networks,100,active
Interest Rates,Bond yields rising,Commercial Banking,10,active
Interest Rates,Bond yields rising,Life Insurance,20,active
Interest Rates,Bond yields rising,Investment Management,30,active
Interest Rates,Bond yields rising,Real Estate,40,active
Interest Rates,Bond yields rising,Utilities,50,active
Interest Rates,Bond yields rising,Infrastructure Investment,60,active
Interest Rates,Bond yields rising,Homebuilding,70,active
Interest Rates,Bond yields rising,Consumer Finance,80,active
Interest Rates,Bond yields rising,Telecommunications,90,active
Interest Rates,Bond yields rising,Construction,100,active
Interest Rates,Bond yields falling,Real Estate,10,active
Interest Rates,Bond yields falling,Homebuilding,20,active
Interest Rates,Bond yields falling,Utilities,30,active
Interest Rates,Bond yields falling,Infrastructure Investment,40,active
Interest Rates,Bond yields falling,Telecommunications,50,active
Interest Rates,Bond yields falling,Consumer Finance,60,active
Interest Rates,Bond yields falling,Investment Management,70,active
Interest Rates,Bond yields falling,Commercial Banking,80,active
Interest Rates,Bond yields falling,Construction,90,active
Interest Rates,Bond yields falling,Renewable Energy,100,active
Interest Rates,Yield curve steepening,Commercial Banking,10,active
Interest Rates,Yield curve steepening,Life Insurance,20,active
Interest Rates,Yield curve steepening,Investment Management,30,active
Interest Rates,Yield curve steepening,Mortgage Services,40,active
Interest Rates,Yield curve steepening,Real Estate,50,active
Interest Rates,Yield curve steepening,Consumer Finance,60,active
Interest Rates,Yield curve steepening,Investment Banking,70,active
Interest Rates,Yield curve steepening,Capital Markets,80,active
Interest Rates,Yield curve steepening,Homebuilding,90,active
Interest Rates,Yield curve steepening,Insurance,100,active
Interest Rates,Yield curve flattening,Commercial Banking,10,active
Interest Rates,Yield curve flattening,Life Insurance,20,active
Interest Rates,Yield curve flattening,Investment Management,30,active
Interest Rates,Yield curve flattening,Mortgage Services,40,active
Interest Rates,Yield curve flattening,Real Estate,50,active
Interest Rates,Yield curve flattening,Consumer Finance,60,active
Interest Rates,Yield curve flattening,Investment Banking,70,active
Interest Rates,Yield curve flattening,Capital Markets,80,active
Interest Rates,Yield curve flattening,Homebuilding,90,active
Interest Rates,Yield curve flattening,Insurance,100,active
Interest Rates,Corporate borrowing increasing,Commercial Banking,10,active
Interest Rates,Corporate borrowing increasing,Investment Banking,20,active
Interest Rates,Corporate borrowing increasing,Private Credit,30,active
Interest Rates,Corporate borrowing increasing,Capital Markets,40,active
Interest Rates,Corporate borrowing increasing,Industrial Equipment,50,active
Interest Rates,Corporate borrowing increasing,Construction,60,active
Interest Rates,Corporate borrowing increasing,Real Estate Development,70,active
Interest Rates,Corporate borrowing increasing,Business Services,80,active
Interest Rates,Corporate borrowing increasing,Technology Services,90,active
Interest Rates,Corporate borrowing increasing,Energy Infrastructure,100,active
Interest Rates,Corporate borrowing weakening,Commercial Banking,10,active
Interest Rates,Corporate borrowing weakening,Investment Banking,20,active
Interest Rates,Corporate borrowing weakening,Private Credit,30,active
Interest Rates,Corporate borrowing weakening,Capital Markets,40,active
Interest Rates,Corporate borrowing weakening,Industrial Equipment,50,active
Interest Rates,Corporate borrowing weakening,Construction,60,active
Interest Rates,Corporate borrowing weakening,Real Estate Development,70,active
Interest Rates,Corporate borrowing weakening,Business Services,80,active
Interest Rates,Corporate borrowing weakening,Technology Services,90,active
Interest Rates,Corporate borrowing weakening,Energy Infrastructure,100,active
Interest Rates,Mortgage activity strengthening,Mortgage Services,10,active
Interest Rates,Mortgage activity strengthening,Commercial Banking,20,active
Interest Rates,Mortgage activity strengthening,Homebuilding,30,active
Interest Rates,Mortgage activity strengthening,Residential Real Estate,40,active
Interest Rates,Mortgage activity strengthening,Construction Materials,50,active
Interest Rates,Mortgage activity strengthening,Insurance,60,active
Interest Rates,Mortgage activity strengthening,Home Improvement,70,active
Interest Rates,Mortgage activity strengthening,Utilities,80,active
Interest Rates,Mortgage activity strengthening,Real Estate Services,90,active
Interest Rates,Mortgage activity strengthening,Consumer Finance,100,active
Interest Rates,Mortgage activity slowing,Mortgage Services,10,active
Interest Rates,Mortgage activity slowing,Commercial Banking,20,active
Interest Rates,Mortgage activity slowing,Homebuilding,30,active
Interest Rates,Mortgage activity slowing,Residential Real Estate,40,active
Interest Rates,Mortgage activity slowing,Construction Materials,50,active
Interest Rates,Mortgage activity slowing,Insurance,60,active
Interest Rates,Mortgage activity slowing,Home Improvement,70,active
Interest Rates,Mortgage activity slowing,Utilities,80,active
Interest Rates,Mortgage activity slowing,Real Estate Services,90,active
Interest Rates,Mortgage activity slowing,Consumer Finance,100,active
Labour Markets,Employment strengthening,Staffing Services,10,active
Labour Markets,Employment strengthening,Business Services,20,active
Labour Markets,Employment strengthening,Retail,30,active
Labour Markets,Employment strengthening,Restaurants,40,active
Labour Markets,Employment strengthening,Construction,50,active
Labour Markets,Employment strengthening,Healthcare Services,60,active
Labour Markets,Employment strengthening,Hotels,70,active
Labour Markets,Employment strengthening,Transportation,80,active
Labour Markets,Employment strengthening,Consumer Goods,90,active
Labour Markets,Employment strengthening,Commercial Banking,100,active
Labour Markets,Employment weakening,Staffing Services,10,active
Labour Markets,Employment weakening,Business Services,20,active
Labour Markets,Employment weakening,Retail,30,active
Labour Markets,Employment weakening,Restaurants,40,active
Labour Markets,Employment weakening,Construction,50,active
Labour Markets,Employment weakening,Hotels,60,active
Labour Markets,Employment weakening,Transportation,70,active
Labour Markets,Employment weakening,Consumer Finance,80,active
Labour Markets,Employment weakening,Commercial Banking,90,active
Labour Markets,Employment weakening,Real Estate,100,active
Labour Markets,Labour shortages,Industrial Automation,10,active
Labour Markets,Labour shortages,Robotics,20,active
Labour Markets,Labour shortages,Staffing Services,30,active
Labour Markets,Labour shortages,Hr Services,40,active
Labour Markets,Labour shortages,Workflow Automation,50,active
Labour Markets,Labour shortages,Restaurants,60,active
Labour Markets,Labour shortages,Construction,70,active
Labour Markets,Labour shortages,Healthcare Services,80,active
Labour Markets,Labour shortages,Logistics,90,active
Labour Markets,Labour shortages,Agriculture,100,active
